id,sn,name,count,region,address,phone,Latitude,Longitude
192,S3577,叢林之屋,1,台東市,台東市光明路１５８號,089-322268,22.7577582,121.1563415
187,S3496,優品,20,台東市,台東市康樂路３號,08-9356520,22.7548351,121.1514687
181,S3466,明德,75,台東市,台東市傳廣路３６９號,089-336266,22.7277542,121.1184589
188,S3498,成典,164,台東市,台東市豐谷北路７３號,089-333595,22.7644413,121.1438794
214,S4196,銘勝,200,台南市,台南市中西區樹林街2段6號,06-2132877,22.746552,121.1233698
202,S4032,滋味珍,37,台南市,台南市中華西路一段１０３號,06-2614186#247,22.986454,120.211043
213,S4189,糧元,130,台南市,台南市中華東路2段208號,06-2349696,22.9791741,120.1847282
106,S1608,林太太,60,台南市,台南市中華東路2段226巷47號,928551393,22.984446,120.2321771
217,S4227,旺來鄉,40,台南市,台南市仁德區仁德里中山路797號1樓,06-2498701,22.9747656,120.2404605
147,S2711,台糖,3,台南市,台南市仁德區田厝村文華路2段326號,0921-220788,22.9747656,120.2404605
216,S4212,大東,233,台南市,台南市永康區大橋3街52號,06-2022955,23.0068501,120.2401802
209,S4149,唐明,1009,台南市,台南市永康區大灣路187號,06-2712590,23.0068501,120.2401802
204,S4068,美而美,600,台南市,台南市安平工業區新平路７－１號,06-2970033,22.96338,120.1812
199,S4022,正裕,650,台南市,台南市西門路一段３６８號,06-2633687,22.980589,120.1977859
198,S4021,慶泰,260,台南市,台南市西區府前路２段２２０號,2220227,22.991819,120.1921889
105,S1605,陳清田,30,台南市,台南市佳里區延平路215號,0956098177,23.1591558,120.1784516
218,S4233,金德,108,台南市,台南市府安路5段144巷3號,06-2595359,23.0231823,120.1987059
220,S4278,久芳,113,台南市,台南市東山區聖賢里頂窩68號,06-6328479,23.0231823,120.1987059
203,S4039,長安農產,300,台南市,台南市長溪路3段380巷１００一１號,06-2552553,23.0693315,120.1996728
197,S4012,信益,2748,台南市,台南市長榮路五段４１９號,2515206,23.0131575,120.2127026
200,S4029,永豐,4,台南市,台南市南區賢南街５１號,06-2911031,22.980745,120.188362
210,S4161,永昌,50,台南市,台南市崇學路203巷2號,06-2377115,22.9809628,120.2236015
208,S4137,品味軒,40,台南市,台南市麻豆區苓子林16號,06-5700007,23.181556,120.233482
215,S4204,葉忠誠,500,台南市,台南市善化區什乃里18-22號,06-5837253,23.144704,120.2815587
219,S4267,五花馬,900,台南市,台南市新化區大智路(竹子腳)200號,0918-804046,23.144704,120.2815587
224,T1060,協和,30,台南市,台南市新化區大新路18號,06-5982783,23.0373577,120.2995834
211,S4173,好帝一,926,台南市,台南市新市區大營里豐榮160號,06-5994665,23.089882,120.304818
196,S4007,姚錫銘,20,台南市,台南市新建路５３巷４號,06-2634602,22.9661567,120.1857236
212,S4186,永全,190,台南市,台南市歸仁區七甲里南丁路401號,06-2394503,22.9835483,120.278902
206,S4084,祥發,50,台南縣,台南縣佳里鎮忠孝路２１７號,06-7225687,23.167941,120.172351
201,S4031,元茂,55,台南縣,台南縣麻豆鎮興南路１８１號,06-5726447,23.183241,120.252955
195,S4002,金泰,70,台南縣,台南縣新營市三民路１１９號,06-6324623,23.3062001,120.3104533
207,S4089,楊記,80,台南縣,台南縣新營市民生路４２０巷２９號,06-6572250,23.315528,120.304705
205,S4076,豐泉,580,台南縣,台南縣關廟鄉深坑村南雄路一段395號,06-5957632,23.315528,120.304705
93,N3447,日升行,100,宜蘭市,宜蘭市力行街力行巷27-5號,03-9322182,24.7630701,121.7568698
85,N3347,津展,403,宜蘭市,宜蘭市延平路39-8號,03-9380555,24.755996,121.767286
97,N3496,天送埤,230,宜蘭縣,宜蘭縣三星鄉三星路七段305號,03-9892960,24.6615785,121.6216189
82,N3343,裕順,116,宜蘭縣,宜蘭縣五結鄉五結路三段438號,03-9605500,24.6829581,121.783635
94,N3476,福客來,50,宜蘭縣,宜蘭縣員山鄉永同路一段183號,937535355,24.763854,121.7280385
86,N3356,宏陽,300,宜蘭縣,宜蘭縣羅東鎮興東路243巷22號,03-9542430,24.683362,121.769044
87,N3368,大永進,70,宜蘭縣,宜蘭縣蘇澳鎮中原路85號,03-9962264,24.5961183,121.849747
83,N3344,本居立,125,花蓮市,花蓮市中華路219號,03-8360784,23.9753442,121.6027266
98,N3506,丰禾興,156,花蓮市,花蓮市中華路296-2號,03-8323436,23.9751714,121.598964
90,N3403,龍丸,20,花蓮市,花蓮市吉安鄉民治路90號,03-8527715,23.9789888,121.592511
91,N3426,順興,102,花蓮市,花蓮市進豐街32號,03-8324014,23.9848144,121.6070287
84,N3345,相正,400,花蓮縣,花蓮縣吉安鄉和平路一段138號,03-8460087,23.9828247,121.5898381
20,M1972,金懋豐,200,南投縣,南投縣埔里鎮中正路890號,049-2982780,23.971841,120.9634083
3,M1089,信通行,41,南投縣,南投縣草屯鎮太平路2段60號,04-92318369,23.970747,120.6831462
4,M1096,凰淋,209,南投縣,南投縣草屯鎮東山路自強巷16號,04-92550031,23.9919422,120.6914245
151,S3011,順記,20,屏東市,屏東市大埔柳州街１０－１號,08-7323955,22.6705508,120.4816653
152,S3012,四海,35,屏東市,屏東市民生路１８０－５號,7335595,22.6694452,120.4942837
164,S3147,清香,57,屏東市,屏東市自立南路18號,7534738,22.6550834,120.4792881
155,S3025,啟順,50,屏東市,屏東市和生路三段606號,08-7237896,22.6615534,120.4655717
157,S3049,義豐,90,屏東市,屏東市和生路三段８５０號,08-7558809,22.6615534,120.4655717
158,S3063,鴻發,50,屏東市,屏東市前進里崁頂路１之２７號,08-7551568,22.644784,120.455011
156,S3044,陳啟宗,5,屏東市,屏東市頂柳路２６１巷５號,7524989,22.628433,120.4952137
194,S3587,鄭師父,8,屏東市,屏東市復興南路１段２０２號,0957-786288,22.6511589,120.4857743
153,S3015,隆達,100,屏東市,屏東市萬丹鄉萬丹路三段263號,08-7522602,22.619515,120.4810429
150,S3005,豐茂,40,屏東市,屏東市福州街５６號,08-7323573,22.6710947,120.4935735
189,S3500,裕軒,32,屏東市,屏東市廣東路３９８號,08-7374759,22.679127,120.5015852
172,S3310,正通,179,屏東市,屏東市興豐路１７４號,7384176,22.6827797,120.5084749
175,S3443,簡炎輝,333,屏東市,屏東市龍榮路５５５號,7516687,22.6558442,120.4703258
193,S3578,饌師父,30,屏東縣,屏東縣九如鄉光復街２８７號,08-7390424,22.7387146,120.4846803
222,T1053,陸仕,297,屏東縣,屏東縣內埔鄉北寧路二段88號,08-7799701,22.6323582,120.568363
173,S3320,慶祥,700,屏東縣,屏東縣東港鎮延平路１８０號,08-8328783,22.4648868,120.446168
169,S3208,成珍香,1,屏東縣,屏東縣東港鎮東隆街３０號,08-8322078,22.4646106,120.4488359
174,S3429,永祥,90,屏東縣,屏東縣東港鎮信義街１６號,8324531,22.4681671,120.4512367
190,S3505,劉文通,50,屏東縣,屏東縣東港鎮興漁里順漁路65巷1弄1號,0955-817978,22.4592779,120.45045
162,S3123,瑞豐,137,屏東縣,屏東縣長治鄉繁華村中正路１１號,08-7626469,22.7232011,120.6140323
154,S3023,新益成,573,屏東縣,屏東縣屏東市民生路７９－４號,7229696,22.666549,120.499245
170,S3235,迎裕,50,屏東縣,屏東縣崁頂鄉園寮村南州路５巷９號,08-8646389,22.4952267,120.5086091
168,S3204,順成,4,屏東縣,屏東縣新園鄉共和村中正路１０５號,08-8331378,22.4669263,120.4499463
167,S3203,富統,2,屏東縣,屏東縣萬丹鄉泉順街４３９巷３７號,(08)777-2747,22.571459,120.4845504
191,S3558,沈正雄,30,屏東縣,屏東縣萬丹鄉萬丹路一段262號,08-7760049,22.588674,120.489909
166,S3201,陳聰吉,53,屏東縣,屏東縣萬丹鄉萬心路１２２２號,08-7776574,22.5607246,120.486448
160,S3107,泰昌,488,屏東縣,屏東縣潮州鎮四維路７３號,08-7883203,22.551953,120.544772
161,S3110,佳新,540,屏東縣,屏東縣潮州鎮光春路１３８號,08-7883369,22.541456,120.538077
159,S3087,建泰,10,屏東縣,屏東縣潮州鎮西市路１３一１號,(08)7882240,22.5501039,120.54096
165,S3159,裕軒,240,屏東縣,屏東縣潮洲鎮太平路４７３號,08-7887835,22.5597363,120.5331951
163,S3124,大芳,230,屏東縣,屏東縣潮洲鎮南京路１５３號,08-7892555,22.545493,120.541793
47,N1180,苗林,59,苗栗市,苗栗市復興路一段488-1號,037-329557,24.5500037,120.8212642
57,N1362,日祥,40,苗栗縣,苗栗縣大園鄉三民路二段490號,03-3838779,25.07835,121.259059
61,N1414,松發,35,苗栗縣,苗栗縣平新一路191號,03-7752023,24.4897958,120.6850324
58,N1367,洋茂,40,苗栗縣,苗栗縣後龍鎮三民路114號,037-722331,24.6837145,120.8636426
60,N1404,日富,318,苗栗縣,苗栗縣後龍鎮厝勝路202-8號,037-720768,24.6187381,120.8077423
59,N1368,盈芳,25,苗栗縣,苗栗縣苑裡鎮社苓里110-11號,037-743615,24.4077958,120.6746303
40,N1028,天隆,10,苗栗縣,苗栗縣頭份鎮中華路641號,037-672622,24.67902,120.898954
54,N1331,合泰,1073,苗栗縣,苗栗縣頭份鎮東興路32號,037-663549,24.682641,120.906737
53,N1313,和泰,60,桃園市,桃園市八德市廣福路132號,03-3613870,24.9594906,121.2964803
104,N4105,阿里八八,10,桃園市,桃園市力行路16號,03-3314251,25.0032575,121.3049057
52,N1296,參發,20,桃園市,桃園市民生路622號,03-3382396,25.0022264,121.30976
39,N1021,昇陽,170,桃園市,桃園市長春路15號,03-3343376,25.0001639,121.305917
45,N1149,宗益,10,桃園市,桃園市新生路60號,03-3322589,24.997693,121.309825
67,N2290,良晟,1,桃園縣,桃園縣八德市永豐路236巷12號,03-3712121,24.9611689,121.279243
49,N1213,總和,50,桃園縣,桃園縣八德市富榮街36巷2號,03-2181336,24.9562598,121.3195134
43,N1121,崇禮,10,桃園縣,桃園縣八德鄉高銘村高成九街7號,03-3716274,25.0415059,121.1390127
56,N1358,紅?子,6,桃園縣,桃園縣中壢市民權路三段334巷46號,03-4278984,24.9715883,121.2149771
62,N1473,南洋,55,桃園縣,桃園縣中壢市新生路798-3號,03-4922175,24.9750671,121.2235069
42,N1101,台益,3738,桃園縣,桃園縣平鎮市新富街8號,03-4598521,24.9383975,121.2161452
44,N1131,萬昌,18,桃園縣,桃園縣平鎮市環南路66巷18弄24號,03-4924558,24.956055,121.205448
63,N1474,銳陽,50,桃園縣,桃園縣楊梅市永美路2號,03-4641530,24.9228103,121.187227
46,N1166,台威,115,桃園縣,桃園縣龜山鄉東萬壽路311巷2號,03-3291111,25.002959,121.370233
144,S2605,旺來發,60,高雄市,高雄市三民區八德二路158巷86-1號,3753588,22.6981924,120.3292642
148,S2715,百康,80,高雄市,高雄市三民區同德里孝順街70號1樓,7312833,22.6430558,120.3128184
135,S2574,雅芳,85,高雄市,高雄市三民區昌裕街１９８號,3832807,22.6528447,120.3291931
143,S2604,佃彥,110,高雄市,高雄市三民區鼎昌街693巷10號,07-3475588,22.6637496,120.3223731
113,S2160,耕新,50,高雄市,高雄市三民區褒揚街337號,07-3845303,22.641429,120.338258
136,S2582,永大,210,高雄市,高雄市三民區遼寧二街224號,07-3216975,22.6431743,120.2967202
138,S2593,進益,25,高雄市,高雄市三民區灣興街４０號,3827408,22.651413,120.312741
229,T1375,欣冠,33,高雄市,高雄市大寮區大發工業區利民街30號,07-7888099,22.5894317,120.4343193
112,S2158,大直,20,高雄市,高雄市大寮區正心路390巷212號,07-7877182,22.5707692,120.415678
145,S2674,盛祿隆,3,高雄市,高雄市大寮區過溝里濃公路256巷41號,7872226,22.584481,120.4011911
234,T2048,員工,266,高雄市,高雄市大寮區鳳屏一路808號,,22.638624,120.3981394
185,S3481,余峰瑞,16,高雄市,高雄市大寮區濃公路２５６巷５３號,7880080,22.5729561,120.4159333
146,S2710,巨霖,12,高雄市,高雄市小港區台機路10號,07-8065236,22.560674,120.346516
149,S2862,味橋,180,高雄市,高雄市仁武區鳳仁路２巷１０－２３號,07-3714125,22.633059,120.362137
109,S2083,協成,80,高雄市,高雄市左營區左營下路264號,07-5815879,22.690927,120.298677
107,S2031,東穎,50,高雄市,高雄市左營區左營大路345巷9號,07-5821538,22.6872296,120.2925969
186,S3487,銘冠,400,高雄市,高雄市左營區自由４路３９９號,3598977,22.6755642,120.312321
126,S2427,聖華,185,高雄市,高雄市左營區埤仔頭街71號,07-5824295,22.6877358,120.2916524
140,S2598,旺來興博愛,42,高雄市,高雄市左營區博愛三路466號,07-3453355,22.6760941,120.3062884
124,S2311,永春珠,20,高雄市,高雄市岡山區阿公店路2段210號,07-6256612,22.7992674,120.2869087
125,S2312,大聯,95,高雄市,高雄市岡山區柳橋西路１３號,(07)6251111,22.7904642,120.2879219
121,S2304,瑞昇,70,高雄市,高雄市岡山區華園路26號,07-6213304,22.7898103,120.307566
122,S2305,大慶成,145,高雄市,高雄市岡山區維新路58號,07-6212945,22.7933618,120.2944585
178,S3453,振亨,60,高雄市,高雄市林園區文賢南路１２４巷６號,6423635,22.500388,120.3907616
184,S3476,良品,20,高雄市,高雄市林園區鳳林路２段７２８號,6466999,22.5126355,120.3961732
120,S2257,華岑,35,高雄市,高雄市阿蓮區信義路256號,07-6310880,22.8789114,120.3248791
134,S2572,旺來昌,110,高雄市,高雄市前鎮區公正路181號,07-7135345,22.6068528,120.3305393
180,S3455,簡坤柱,170,高雄市,高雄市前鎮區崗山中街８５之１號,7616879,22.604179,120.32998
111,S2141,金利華,2950,高雄市,高雄市前鎮區新大路5號,07-8111166,22.5800818,120.3159036
132,S2567,信利,85,高雄市,高雄市前鎮區憲德市場巷２８號,7710727,22.6060142,120.3264472
133,S2569,世昌,18,高雄市,高雄市前鎮區擴建路１一３５號,8111587,22.591512,120.306132
177,S3452,信鴻,150,高雄市,高雄市前鎮區鎮海三街8號,7536000,22.5919524,120.3170317
179,S3454,順生,600,高雄市,高雄市苓雅區尚武路４２號,7882667,22.6336691,120.3400924
142,S2602,億源,50,高雄市,高雄市苓雅區輜汽北二路２３號,7235288,22.6162088,120.3345012
137,S2584,旺來興,240,高雄市,高雄市鳥松區本管路151號,07-3702223,22.6560175,120.3754537
131,S2555,大直,970,高雄市,高雄市鳥松區松埔北巷58號,07-7354699,22.6634079,120.3715184
223,T1055,奇美,320,高雄市,高雄市湖內區公館里中山路二段51號,07-6993901,22.9003222,120.2358925
130,S2554,老鄉,40,高雄市,高雄市新興區東海街２４一１號,2267798,22.628674,120.312304
114,S2164,啟旺,110,高雄市,高雄市新興區球庭路23號1樓,07-2919318,22.6301964,120.3063155
108,S2040,泰田,35,高雄市,高雄市楠梓區又昌和光街31號,07-3642915,22.70664,120.2935599
119,S2215,有味珍,4,高雄市,高雄市楠梓區中泰街29號,07-3619616,22.7153613,120.2846457
128,S2534,錦美,85,高雄市,高雄市楠梓區東街９５巷５號,07-3511282,22.7298818,120.329378
118,S2214,劉文芳,100,高雄市,高雄市楠梓區後勁中街108巷4號,07-3623885,22.7173031,120.315504
232,T1395,味全,1390,高雄市,高雄市路竹區中山南路51號,07-6962453#400,22.836021,120.2648438
123,S2308,程清森,270,高雄市,高雄市路竹區中山路586巷6-1號,07-6964348,22.8807098,120.329307
139,S2594,旺來興明誠,35,高雄市,高雄市鼓山區明誠三路461號,07-5505991,22.6606852,120.3013639
117,S2211,松記,680,高雄市,高雄市鼓山區篤敬路35號6樓之1,07-5883481,22.664274,120.3022473
231,T1383,台灣欣榮,210,高雄市,高雄市旗山區三協里磚廠巷16號,07-6625848,22.8678365,120.4734023
129,S2543,聯豐,270,高雄市,高雄市鳳山區南華路151-1號,07-7158823,22.634087,120.303526
228,T1283,吳記,70,高雄市,高雄市鳳山區新興里光遠路284-1號,07-7331519,22.6257293,120.3612887
116,S2189,冠塘,1,高雄市,高雄市鳳山區過埤路51巷12-2號,07-7923024,22.588466,120.367364
176,S3448,永隆興,175,高雄市,高雄市鳳山區鳳仁路９２－１０號,7467463,22.6367042,120.3710451
171,S3309,建和,4,高雄市,高雄市鳳屏二路２５８號,6512136,22.6416602,120.4143209
127,S2506,祥有味,45,高雄市,高雄市燕巢區安北路２８３－１號,6166247,22.7912639,120.3432998
141,S2601,又達,70,高雄縣,高雄縣鳳山市過埤里255鳳頂路142號,,22.587875,120.358926
92,N3443,公道伯,5,基隆市,基隆市七堵區百五街64巷16號,02-24527113,25.083576,121.696724
96,N3488,李鵠,812,基隆市,基隆市仁三路90號,02-24223007,25.129248,121.7418841
80,N3166,油蔥,1468,基隆市,基隆市西定路139號,02-2428-2527,25.1345559,121.734252
101,N3553,佳良,90,基隆市,基隆市暖暖區興隆街10-1號,02-24585208,25.1029094,121.7466843
81,N3303,嘉美,170,基隆市,基隆市豐捻街130號,02-24621963,25.137918,121.759906
221,T1043,品高,16,雲林縣,雲林縣斗六市中南路290巷10-2號,05-5518011,23.7350278,120.5604848
26,M2133,慶豐金,100,雲林縣,雲林縣斗六市興南街19號,05-5323670,23.7092617,120.5396101
28,M2211,宗泰,60,雲林縣,雲林縣北港鎮文昌路140號,05-7833992,23.5768669,120.2993878
38,M2957,金元寶,150,雲林縣,雲林縣虎尾鎮浀頭里13-8號,938651950,23.7162184,120.4242401
33,M2536,佳慶,583,雲林縣,雲林縣麥寮鄉後安村19-6號,05-6935977,23.7882601,120.2397833
227,T1262,亞士家,14,雲林縣,雲林縣莿桐鄉大美路21-10號,05-5850150,23.741211,120.514748
76,N2507,太魯閣,20,新北市,新北市三重區中正北路193巷41號,02-29848554,25.071021,121.47581
102,N3554,殷成,10,新北市,新北市三重區永安北路二段131-1號,02-22828203,25.0813375,121.4831929
103,N3575,廣?香,60,新北市,新北市三重區長壽街1-5號,02-29759998,25.0675471,121.4984606
77,N2538,竹間,2,新北市,新北市三重區重新路2段92號,02-29785222,25.0617227,121.4970452
225,T1071,憶霖,135,新北市,新北市三重區重新路五段317巷1弄14號,02-9953660,25.049431,121.477833
70,N2384,芳春,30,新北市,新北市土城區仁愛路22號,02-22659977,24.9798825,121.4609494
66,N2237,黑龍江,185,新北市,新北市中和區忠孝街101巷13號1樓,02-29456978,24.9859955,121.5113124
73,N2456,天頌,30,新北市,新北市中和區莊敬路24號,02-22428662,25.005157,121.501358
74,N2461,巧紳,1259,新北市,新北市中和區景平路632號,02-22483856,24.9981029,121.500308
65,N2187,欣財,40,新北市,新北市中和區福美街301巷29號,02-22486140,25.0037769,121.497784
68,N2365,明泰,213,新北市,新北市中和區興南路一段125號,02-29451202,24.9876347,121.5092533
71,N2403,大家發,57,新北市,新北市板橋區三民路一段101號,02-89539211,25.0214798,121.4794256
69,N2374,齊魯,301,新北市,新北市泰山區同義街96-2號,02-22960050,25.056042,121.431765
88,N3381,福新,20,新北市,新北市淡水鎮北投子1-2號,02-86315243,25.1970518,121.4238772
64,N2019,味都,167,新北市,新北市新莊區雙鳳路107號6樓,02-29064536,25.0278249,121.414233
79,N3021,員購,130,新北市,新北市樹林區西俊街2段135巷2-7號,02-26800708,24.9840028,121.4056153
72,N2424,趙明堂,450,新北市,新北市鶯歌區德昌二街70巷34弄4號1樓,02-26788869,24.9581692,121.3312881
51,N1245,品皓,260,新竹市,新竹市平和街33號,03-5261249,24.8052902,120.9667449
41,N1029,信昌,110,新竹市,新竹市竹東鎮林森路64號,03-5969711,24.734727,121.0920336
50,N1236,日丰,202,新竹市,新竹市西濱路三段250號,03-5306110,24.7892572,120.9174393
48,N1199,福記,10,新竹縣,新竹縣竹北市中華路692號,03-5552510,24.8481208,121.005286
55,N1342,永興,150,新竹縣,新竹縣竹東鎮自強路82號,03-5515141,24.7476069,121.0819112
99,N3547,黑金饌,1,新莊區,新莊區五權一路70-1號,02-22988223,25.066516,121.458636
100,N3550,林振昌,1,新莊區,新莊區民安西路24巷6弄8號,928464368,25.0213198,121.4262947
75,N2505,福利,1,新莊區,新莊區後港一路76巷10弄8號,02-22042085,25.026038,121.4268449
24,M2101,陳忠,8,嘉義市,嘉義市大同路12號,05-2856529,23.4759301,120.422054
22,M2069,達成,100,嘉義市,嘉義市福松里民族路593號1F,05-2222072,23.4756106,120.4455216
25,M2107,嘉益,180,嘉義市,嘉義市劉厝路251號,05-2360449,23.465827,120.4187321
32,M2535,新寶珍,10,嘉義縣,嘉義縣六腳鄉蒜頭村77-28號,05-3802203,23.4925288,120.2916664
21,M2064,宋國雄,350,嘉義縣,嘉義縣太保市啤麻腳32號,05-2381090,23.4787035,120.3320195
27,M2159,合信,10,嘉義縣,嘉義縣民雄鄉福興村牛稠溪121號1樓,05-2201476,23.5105893,120.4327121
23,M2095,九龍,80,嘉義縣,嘉義縣新港鄉南港村甲地22號,05-7811885,23.5537851,120.3132792
30,M2516,九龍,14,彰化市,彰化市大埔路345-1號,04-7126609,24.0615285,120.5444077
36,M2924,東榮,5,彰化市,彰化市旭光路297號,04-7274159,24.0706259,120.543792
7,M1312,億全,170,彰化市,彰化市英士路37號,04-7112903,24.0585509,120.546639
35,M2923,基發,150,彰化市,彰化市華山路76號,04-7295398,24.0747903,120.5411109
34,M2555,肉圓生,1,彰化縣,彰化縣北斗鎮中華路192號,04-8871349,23.8731957,120.5238697
29,M2513,上泓,70,彰化縣,彰化縣永靖鄉中山路三段181-11號,04-8232147,23.932849,120.554295
18,M1928,永明,90,彰化縣,彰化縣和美鎮彰草路2段120-8號,04-7619348,24.0816001,120.5134467
37,M2930,自柳,24,彰化縣,彰化縣員林鎮靜修路1-12號,04-8322852,23.9625859,120.57352
6,M1309,原料徐,168,彰化縣,彰化縣埔心鄉中正路一段23號,04-8295046,23.9513559,120.5447744
31,M2521,玉珍齋,45,彰化縣,彰化縣鹿港鎮中山路168號,04-7777688,24.0542079,120.435639
115,S2180,黃順治,140,澎湖縣,澎湖縣馬公市林森路63號,06-9279323,23.573433,119.5771252
110,S2089,洪清政,85,澎湖縣,澎湖縣馬公市陽明路31號,06-9276157,23.5727757,119.5749278
235,T6102,樂金,90,新北市,新北市五股工業區五工六路15號2樓,02-2299-6192,25.0660029,121.4461575
